CodeMixed_Arabic,pr_ar,cat_ar,CodeMixed_English,pr_en,cat_en,GroundTruth_Arabic,GroundTruth_English
"هأحط الشويه بتوعك وبتوعي
on ice
وبعدين نقسمهم
in the morning.",0.5454545455,Arabic 34–66%,"I'll keep yours
وبتوعي
together
في التلج ونقسمهم الصبح.",0.4444444444,English 34–66%,هأحط الشويه بتوعك وبتوعي في التلج ونبقا نقسمهم الصبح.,I'll keep yours and mine together on ice and we can share them in the morning.
"لما أرجع أبقا قول لي آخر أخبار الـ
baseball.",0.8888888889,Arabic 67–100%,"When I come back
قول لي
about
آخر أخبار البيسبول.",0.5,English 34–66%,لما أرجع أبقا قول لي آخر أخبار البيسبول.,When I come back you can tell me about the baseball.
"بس أنا باخاف من الـ
Indians of Cleveland.",0.625,Arabic 34–66%,"But I actually
بخاف من الـ
Indians of Cleveland.",0.6666666667,English 67–100%,بس أنا باخاف من إنديانز أوف كليفلاند .,But I fear the Indians of Cleveland.
"انت نسيت الـ
great DiMaggio
ولا إيه؟",0.7142857143,Arabic 67–100%,"Think of
العظيم
DiMaggio.",0.75,English 67–100%,انت نسيت ديماجيو العظيم ولا إيه ؟,Think of the great DiMaggio.
"أنا باخاف من الـ
Tigers of Detroit
و من الـ
Indians of Cleveland.",0.5384615385,Arabic 34–66%,"I fear
من الـ تايجرز أوف ديترويت و من الـ إنديانز أوف كليفلاند.",0.1538461538,English 0–33%,أنا باخاف من التايجرز أوف ديترويت ومن إنديانز أوف كليفلاند .,I fear both the Tigers of Detroit and the Indians of Cleveland.
"خد بالك لتخاف كمان من الـ
Reds of Cincinnati
والـ
White Sox of Chicago.",0.5,Arabic 34–66%,"Be careful or
حتى تخاف من الـ
Reds of Cincinnati
والـ
White Sox of Chicago.",0.6666666667,English 67–100%,خد بالك لتخاف كمان من الردز أوف سينسيناتي والوايت سوكس أوف شيكاجو .,Be careful or you will fear even the Reds of Cincinnati and the White Sax of Chicago.
"فلي الجرنال انت وإحكي لي لما
I come back.",0.6666666667,Arabic 67–100%,"You study
الجرنال واحكي لي لما ارجع.",0.2857142857,English 0–33%,فلي الجرنال انت وإحكي لي لما ارجع .,You study it and tell me when I come back.
"إيه رأيك نشتري ورقة
lottery
بخمسة وتمانين؟",0.8571428571,Arabic 67–100%,"Do you think
نشتري ورقة ياناصيب بـ
eighty-five
؟",0.4444444444,English 34–66%,إيه رأيك نشتري ورقة ياناصيب خمسه وتمانين؟,Do you think we should buy a terminal of the lottery with an eighty- five?
"أنا أقدر أستلف
two dollars and a half
بمنتهى السهولة.",0.5,Arabic 34–66%,"I can always
أستلف دولارين ونص بسهولة.",0.4285714286,English 34–66%,انا أقدر استلف دولارين ونص بمنتهى السهوله.,I can always borrow two dollars and a half.
"هي بتبتدي بـ
borrowing
وبعدين تبقا
begging.",0.7142857143,Arabic 67–100%,"First you
تبتدي بـ السلف وبعدين تبقى
begging.",0.375,English 34–66%,ما هي بتبتدي بالسلف وبعدين تبقا شحاته .,First you borrow. Then you beg.
"أي واحد ممكن يبقا
fisherman
في شهر
May.",0.75,Arabic 67–100%,"Anyone can be
صياد في
May.",0.6666666667,English 67–100%,أي واحد ممكن يبقا صياد في شهر مايو.,Anyone can be a fisherman in May.
"لما الولد رجع كانت الـ
sun
غابت والـ
old man
نام وهو قاعد ع الـ
chair.",0.75,Arabic 67–100%,"When the boy came back
كانت الشمس
down
والـ صياد العجوز نام هو قاعد على الكرسي.",0.375,English 34–66%,لما الولد رجع كانت الشمس غابت والصياد العجوز نام وهو قاعد ع الكرسي.,When the boy came back the old man was asleep in the chair and the sun was down.
"الولد خد الـ
army blanket
القديمة من فوق السرير وفردها على ضهر الكرسي وكتاف الـ
old man.",0.7647058824,Arabic 67–100%,"The boy took
البطانيه الميري
off the bed and spread it
على ضهر الكرسي وكتاف الصياد العجوز.",0.5294117647,English 34–66%,الولد خد البطانيه الميري القديمه من فوق السرير وفردها على ضهر الكرسي وكتاف الصياد العجوز.,The boy took the old army blanket off the bed and spread it over the back of the chair and over the old man's shoulders.
"كانت الكتاف غريبة، لسه قوية بس
very old
، والرقبة كمان كانت لسه قوية قوي، والتجاعيد ما كانتش واضحة قوي لما الـ
old man
كان نايم وراسه ساقط لقدام.",0.8620689655,Arabic 67–100%,"They were strange
كتاف،
still
قوية
even though
عجزت جداً،
and
الرقبة
was still
قوية أوي
and
التجاعيد
didn’t show much
لما كان نايم وراسه ساقطة لقدام.",0.4814814815,English 34–66%,كانت كتاف غريبه ؛ لسه قويه بس عجزت أوي، والرقبه كمان كانت لسه قويه أوي والتجاعيد ما كانتش باينه أوي وهوا نايم وراسه ساقطه لقدام.,"They were strange shoulders, still powerful although very old, and the neck was still strong too and the creases did not show so much when the old man was asleep and his head fallen forward."
"قميصه كان عليه
patches
كتير، زي الشراع بتاع الـ
boat
بتاعه، وألوان الـ
patches
بهتت من الشمس.",0.8235294118,Arabic 67–100%,"His shirt
كان مليان رقع، زي الـ
sail
بتاعه، والألوان بهتت
from
حرقة الشمس.",0.2857142857,English 0–33%,قميصه كان مليان رقع، زي شراع المركب بتاعه، وألوان الرقع بهتت من حرقة الشمس.,His shirt had been patched so many times that it was like the sail and the patches were faded to many different shades by the sun.
"وشه كان عجز أوى ولما عنيه كانت
closed
ماكانش فيه
any
أثر للحياه فيها.",0.8571428571,Arabic 67–100%,"His head was very
عجز
and
لما عنيه كانت مقفوله
there was no life
في وشه.",0.5625,English 34–66%,بس وشه كان عجز أوى ولما عنيه كانت مقفوله ماكانش فيه أثر للحياه فيها.,The old man's head was very old though and with his eyes closed there was no life in his face.
"الجرنال كان مفرود على ركبه والـ
weight of his arm
هو اللي خلا الجرنال ما يطيرش من الـ
breeze.",0.7368421053,Arabic 67–100%,"The newspaper was lying
على ركبه وـ تقل إيده هو اللي خلا الجرنال ما يطيرش من الهوا.",0.2352941176,English 0–33%,الجرنال كان مفرود فوق ركبه وتقل إيديه فوقيه هو اللي خلا الجرنال ما يطيرش من الهوا.,The newspaper lay across his knees and the weight of his arm held it there in the evening breeze.
"الولد سابه ومشي، ولما رجع الـ
old man
كان لسه نايم.",0.8181818182,Arabic 67–100%,"The boy
سابه ومشي
and
لما رجع
the old man
كان
still
نايم.",0.5384615385,English 34–66%,الولد سابه ومشي، ولما رجع الصياد العجوز كان لسه نايم.,The boy left him there and when he came back the old man was still asleep.
"الصياد العجوز فتح عنيه
and for a moment
كان شكله راجع من مكان بعيد قوي.",0.7333333333,Arabic 67–100%,"The old man opened his eyes
وفي لحظه كانه راجع من مكان بعيد قوي.",0.4285714286,English 34–66%,الصياد العجوز فتح عنيه وفي لحظه كان شكله راجع من مكان بعيد قوي.,The old man opened his eyes and for a moment he was coming back from a long way away.
مش هتقدر تصطاد من غير ما تاكل.,1,Arabic 67–100%,You can't fish and not eat.,1,English 67–100%,مش هتقدر تصطاد من غير ما تاكل .,You can't fish and not eat.
"إنت مش هتطلع تصطاد من غير ما تاكل لك لقمه
as long as
أنا عايش.",0.8,Arabic 67–100%,"You'll not go
تصطاد من غير ما تاكل لقمه طول ما
I'm alive.",0.3846153846,English 34–66%,إنت مش هتطلع تصطاد من غير ما تاكل لك لقمه طول ما أنا عايش .,You'll not fish without eating while I'm alive.
"فاصوليا سودا و
rice
و موز مقلي و شوية
stew.",0.8,Arabic 67–100%,"Black beans
و رز و
fried bananas
و شوية طبيخ.",0.4,English 34–66%,فاصوليه سودا ورز وموز مقلي وشوية طبيخ .,"Black beans and rice, fried bananas, and some stew."
"الولد كان جابهم معاه في
two-decker metal container
من الـ
Terrace
، وطقمين
forks
و
knives
في جيبه، كل
set
كان ملفوف في
paper napkin.",0.64,Arabic 34–66%,"The boy had brought
هم معاه في عمود من الـ
Terrace
، و
the two sets of
شوك وسكاكين كانوا في جيبه، كل واحد كان ملفوف في فوطه ورق.",0.3103448276,English 0–33%,الولد كان جابهم معاه في عمود من التراس وطقمين شوك وسكاكين في جيبه، كل طقم كان ملفوف في فوطه ورق.,sThe boy had brought them in a two-decker metal container from the Terrace. The two sets of knives and forks and spoons were in his pocket with a paper napkin wrapped around each set.
"هو عمل معانا كده
more than once?",0.5714285714,Arabic 34–66%,"Has he
عمل كده معانا أكتر من
once?",0.375,English 34–66%,هو عمل معانا كده أكثر من مره؟,Has he done this for us more than once?
"يبقا لازم أدي له حاجه
bigger
من لحمة البطن ما دام قلبه علينا كده.",0.9285714286,Arabic 67–100%,"I have to give him
حاجه
more than
لحمة البطن
since
قلبه علينا
like that.",0.6666666667,English 67–100%,يبقا لازم أدي له حاجه أكبر من لحمة البطن ما دام قلبه علينا كده .,I must give him something more than the belly meat then. He is very thoughtful for
"أنا بأحب الـ
beer
اللي في الـ
cans
أحسن.",0.7777777778,Arabic 67–100%,"I like
البيرة اللي في العلب
best.",0.4285714286,English 34–66%,أنا بأحب البيرة اللي في العلب أحسن .,I like the beer in cans best.
"الولد فكر هو الـ
wash
فين ده؟",0.8571428571,Arabic 67–100%,"The boy
فكر هو الشطف فين؟",0.3333333333,English 34–66%,الولد فكر هو الشطف فين ده ؟,Where did you wash? the boy thought.
"الولد فكر إنه لازم يجيب له
water
وصابون و
towel
كويسه.",0.8181818182,Arabic 67–100%,"The boy thought
إنه لازم يجيب له ميه
and soap
وفوطه كويسه.",0.4166666667,English 34–66%,الولد فكر في إنه لازم يجيب له ميه وصابون وفوطه كويسه.,"I must have water here for him, the boy thought, and soap and a good towel."
"ولازم أجيب له قميص تاني و
jackett
للشتا وحاجة في رجله و
blanket
تانيه.",0.8571428571,Arabic 67–100%,"I must get him
قميص تاني وجاكته
for
الشتا وحاجة في رجله وبطانيه تانيه.",0.3571428571,English 34–66%,ولازم أجيب له قميص تاني وجاكته للشتا وحاجة في رجله وبطانيه تانيه .,I must get him another shirt and a jacket for the winter and some sort of shoes and another blanket.
"دماجيو أبو الابطال كان في الـ
form
النهارده.",0.875,Arabic 67–100%,"The great
دماجيو
is himself
النهارده.",0.6666666667,English 67–100%,دماجيو أبو الابطال كان في الفورما النهارده .,The great DiMaggio is himself again.
"في الـ دوري التاني لما
Brooklyn
بيلاعب
Philadelphia
أنا مع
Brooklyn.",0.7272727273,Arabic 67–100%,"In the other league,
لما
Brooklyn
يلعب ضد
Philadelphia
أنا مع
Brooklyn.",0.5833333333,English 34–66%,في الدوري التاني لما بروكلين بيلاعب فيلادلفيا انا مع بروكلين.,"In the other league, between Brooklyn and Philadelphia I must take Brooklyn."
"فاكر الـ
great drives
بتاعت ديك سيسلر في الـ
old park
؟",0.6666666667,Arabic 67–100%,"But sometimes I just think of
ديك سيسلر والخبطات الجامده بتاعته في الملعب القديم.",0.4285714286,English 34–66%,فاكر الخبطات الجامده بتاعت ديك سيسلر في الملعب القديم؟,"But then I think of Dick Sisler and those great drives 
In the old park."
"ده كان بيضرب الـ
ball
يوديها أبعد
distance
شفتها في حياتي.",0.8181818182,Arabic 67–100%,"He hits
أطول كوره
I have ever
شفت في حياتي.",0.5,English 34–66%,ده كان بيضرب الكوره يوديها أبعد مسافه شفتها في حياتي .,He hits the longest ball I have ever seen.
"انت فاكر لما كان بيجي الـ
Terrace
؟",0.875,Arabic 67–100%,"Do you remember
لما كان بيجي التراس؟",0.4285714286,English 34–66%,أنت فاكر لما كان بيجي التراس ؟,Do you remember when he used to come to the Terrace?
"كنت عايز أقول له يطلع يصطاد معانا بس
I was too shy
، وبعدين سألتك تسأله وانت كمان كنت
shy.",0.75,Arabic 67–100%,"I wanted to ask him
يطلع يصطاد معانا
but I was
اتكسفت،
then I asked you
تسأله
and you were
اتكسفت
too.",0.7272727273,English 67–100%,كنت عايز أقول له يطلع يصطاد معانا بس اتكسفت، وبعدين سألتك تسأله وانت كمان اتكسفت .,I wanted to take him fishing but I was too timid to ask him. Then I asked you to ask him and you were too timid.
"انا عارف،
it was a big mistake
، كان ممكن يطلع معانا.",0.5833333333,Arabic 34–66%,"I know
، كانت غلطة كبيرة، كان ممكن يطلع معانا.",0.2,English 0–33%,انا عارف، كانت غلطه كبيره، كان ممكن طلع معانا.,I know. It was a great mistake.
"يمكن كان على أد حاله زينا
and
هيفهمنا.",0.875,Arabic 67–100%,"Maybe he was
على أد حاله زينا و
would
يفهمنا.",0.4,English 34–66%,يمكن كان على أد حاله زينا وهيفهمنا .,Maybe he was as poor as we are and would understand.
"أبو سيسلر العظيم ده عمره ماكان فقير، أبوه كان بيلعب في الـ
Big Leagues
وهو في سني.",0.8823529412,Arabic 67–100%,"The great
أبو سيسلر'
s father was never
فقير
and he
كان بيلعب في الدوري الكبير لما كان في سني.",0.4,English 34–66%,أبو سيسلر العظيم ده ماكانش فقير، أبوه كان بيلعب في الدوري الكبير لما كان في سني.,"The great Sisler's father was never poor and he, the father, was playing in the Big Leagues when he was my age."
"أنا لما كنت في سنك كنت على
square rigged ship
بيطلع على
Africa
، وشوفت
lions
ع الشط بالليل.",0.7368421053,Arabic 67–100%,"When I was your age I was
على مركب شراعي مربع رايح
Africa
وشوفت أسود
on the beach
بالليل.",0.5789473684,English 34–66%,أنا لما كنت في سنك كنت على مركب شراعي مربع بيطلع على افريقيا، وشوفت أسود ع الشط بالليل .,When I was your age I was before the mast on a square rigged ship that ran to Africa and I have seen lions on the beaches in the evening.
"ها نتكلم عن
Africa
ولا عن الـ
baseball
؟",0.7777777778,Arabic 67–100%,"Should we talk
عن افريقيا ولا عن البيسول؟",0.375,English 34–66%,ها نتكلم عن افريقيا ولا عن البيسول؟,Should we talk about Africa or about baseball?
"احكي لنا عن الـ
great John J. McGraw.",0.5,Arabic 34–66%,"Tell me
عن العظيم
John J. McGraw.",0.7142857143,English 67–100%,واحكي لنا عن جون ج ماجرو العظيم.,Tell me about the great John J. McGraw.
"هوا كمان كان ساعات ييجي الـ
Terrace
زمان، بس كان
rough
شوية وصعب التعامل معاه لما كان بـيشرب.",0.8888888889,Arabic 67–100%,"He used to come to
الـ
Terrace sometimes
زمان,
but he was
شوضلي شوية
and
صعب التعامل معاه لما كان
drinking.",0.5714285714,English 34–66%,هوا كمان كان ساعات التراس زمان، بس كان شوضلي شويه وصعب التعامل معاه لما كان بيسكر.,He used to come to the Terrace sometimes too in the older days. But he was rough and harsh- spoken and difficult when he was drinking.
"كان طول الوقت بيفكر في الـ
horses
والـ
baseball.",0.7777777778,Arabic 67–100%,"His mind was
طول الوقت على الخيل وكمان الـ
baseball.",0.4,English 34–66%,كان طول الوقت بيفكر في الخيل والبيسبول.,His mind was on horses as well as baseball.
"كان دايمًا شايل
lists of horses
في جيبه طول الوقت وكان بيقول أسماء الـ
horses
على التليفون كتير.",0.7777777778,Arabic 67–100%,"At least he always carried
قايمه الحصنة في جيبه
and
كان بيقول أغلب الأسماء على
the telephone a lot.",0.5263157895,English 34–66%,كان شايل قايمه بخيل السبق في جيبه طول الوقت وكان بيقول أسماء الحصنه على التليفون كتير.,At least he carried lists of horses at all times in his pocket and frequently spoke the names of horses on the telephone.
"أبويا بيقول إنه كان
the greatest
واحد.",0.7142857143,Arabic 67–100%,"My father
بيقول إنه
was the greatest.",0.7142857143,English 67–100%,أبويا بيقول إنه كان أحسن واحد .,My father thinks he was the greatest.
"يارب بس ما تطلعليش سمكة كبيرة قوي ويطلع كلامك
all for nothing.",0.75,Arabic 67–100%,"I really hope
ما تطلعليش سمكة كبيرة أوي ويطلع كلامك غلط.",0.2727272727,English 0–33%,يارب بس ما تطلعليش سمكه كبيره أوي ويطلع كلامك على فشوش .,I hope no fish will come along so great that he will prove us wrong.
"سمكه زي كده ما تولدتش لسه طول ما أنت
strong
زي ما بتقول.",0.9230769231,Arabic 67–100%,"There is no such
سمكه
if you are still
بقوتك زي ما بتقول.",0.6153846154,English 34–66%,سمكه زي كده ما تولدتش لسه طول ما أنت بقوتك زي مابتقول .,There is no such fish if you are still strong as you say.
"أنت لازم تقوم تنام دلوقتي عشان تكون
fresh
ومصحصح
in the morning.",0.6666666667,Arabic 67–100%,"You really ought to
تقوم تنام
now so you
تكون فايق بكرة الصبح.",0.5384615385,English 34–66%,أنت لازم تقوم تنام بقا عشان تكون فايق ومصحصح الصبح.,You ought to go to bed now so that you will be fresh in the morning.
"أنا هارجع الـ حاجات دي للـ
Terrace.",0.8571428571,Arabic 67–100%,"I will take
الحاجات دي
back to
الـ
Terrace.",0.6666666667,English 67–100%,أنا ها ارجع الحاجات دي للتراس .,I will take the things back to the Terrace.
"كل اللي اعرفه ان الـ
young boys
بيناموا
late
وبيناموا
deep.",0.6363636364,Arabic 34–66%,"All I know
هو إن الصغيريين بيناموا متأخر وبيناموا
deep.",0.4,English 34–66%,كل اللي اعرفه ان الصغيريين بينامو متأخر وبينامو نوم عميق .,All I know is that young boys sleep late and hard.
"مش حابب إنك تصحيني؛
it feels as if I’m
أقل منك في المقام.",0.6153846154,Arabic 34–66%,"I don’t like
إنك تصحيني؛
it’s
زي كأني أقل منك في المقام.",0.3333333333,English 34–66%,مش حابب إنك تصحيني؛ كأني أقل منك في المقام .,I do not like for him to waken me. It is as though I were inferior.
"تصبح على خير يا عم
Santiago.",0.8333333333,Arabic 67–100%,"Sleep well
يا عم سنتياجو.",0.4,English 34–66%,تصبح على خير يا عم سنتياجو .,Sleep well old man.
"الولد خرج بعد ما أكلوا من غير
light
فوق الـ
table
، والصياد العجوز قلع الـ
trousers
في الضلمة وراح ينام.",0.8571428571,Arabic 67–100%,"The boy went out
بعد ما أكلوا من غير نور
on the table
، والصياد العجوز قلع بنطلونه
in the dark and
راح ينام.",0.4583333333,English 34–66%,الولد خرج بعد ما أكلو من غير نور فوق الترابيزه، والصياد العجوز قلع البنطلون في الضلمه وراح ينام.,The boy went out. They had eaten with no light on the table and the old man took off his trousers and went to bed in the dark.
"لف البنطلون عشان يعمل منه
pillow
وحط الـ
newspaper
جوه اللفة.",0.8181818182,Arabic 67–100%,"He rolled his
البنطلون
up
عشان يعمل منه مخدة وحط الجرنال
inside
اللفة.",0.3846153846,English 34–66%,لف البنطلون عشان يعمل منه مخده وحط الجرنال جوه اللفه.,"He rolled his trousers up to make a pillow, putting the newspaper inside them."
"لف نفسه في الـ
blanket
ونام فوق جرايد تانيه
old
مفروشه فوق الـ
springs
بتاعة السرير.",0.8125,Arabic 67–100%,"He rolled himself
في البطانية ونام
on
الجرايد التانية القديمة اللي كانت
covering
السوست بتاعة السرير.",0.3125,English 0–33%,ولف نفسه في البطانيه ونام فوق جرايد تانيه قديمه مفروشه فوق السوست بتاعة السرير.,He rolled himself in the blanket and slept on the other old newspapers that covered the springs of the bed.
"كان عايش ع الساحل ده دلوقتي وكل ليلة في الـ
dream
كان بيسمع زئير الـ
waves
وشاف الـ
boats
بتاعة الأفارقة جاية راكبة ع الـ موجة.",0.8846153846,Arabic 67–100%,"He lived along
الساحل دلوقتي
and every
ليلة
in his dreams he heard
زئير الموج
and saw
مراكب الأفارقة
come riding through it.",0.6956521739,English 67–100%,كان عايش ع الساحل ده دلوقتي وفي كل ليله في الحلم كان بيسمع زئير الموج وشاف مراكب الأفارقه جايه راكبه ع الموجه .,He lived along that coast now every night and in his dreams he heard the surf roar and saw the native boats come riding through it.
"كان بيشم ريحة الـ
tar
وصوف الـ
ropes
على سطح المركب وهو نايم وريحة
Africa
كلها اللي نسيم البر كان بيجيبها معاه في الـ
morning.",0.84,Arabic 67–100%,"He smelled
ريحة الزفت وصوف الحبال
on the deck while
وهو نايم
and
ريحة أفريقيا كلها اللي النسيم كان بيجيبها في الصبح.",0.3181818182,English 0–33%,كان بيشم ريحة الزفت وصوف الحبال على سطح المركب وهو نايم وريحة افريقيا كلها اللي نسيم البر كان بيجيبها معاه في الصبح.,He smelled the tar and oakum of the deck as he slept and he smelled the smell of Africa that the land breeze brought at morning.
"خلاص ما بقاش يحلم بـ
storms
ولا بالـ
women
ولا بـ
great occurrences
، ولا بالـ
big fish
، ولا بـ
fights
، ولا بـ
strength contests
، ولا حتى بمراته.",0.7096774194,Arabic 67–100%,"He no longer dreamed of
العواصف,
nor
النسوان,
nor
أحداث كبيرة,
nor
السمك الكبير,
nor
الخناقات,
nor
استعراض القوة,
nor even
مراته.",0.5454545455,English 34–66%,خلاص ما بقاش يحلم بعواصف ولا بالنسوان ولا باحداث كبيره، ولا بالسمك الكبير ولا بالخناقات ولا باستعراض القوه ولا حتى بمراته .,"He no longer dreamed of storms, nor of women, nor of great occurrences, nor of  great fish, nor fights, nor contests of strength, nor of his wife."
"كان بس يحلم بـ
places
وبـ الأسود
on the beach.",0.6,Arabic 34–66%,"He only dreamed of
أماكن ودلوقتي والأسود على الشط.",0.4444444444,English 34–66%,كان بس يحلم بأماكن وبالأسود على الشط.,He only dreamed of places now and of the lions on the beach.
"كانو بيلعبو زي الـ
kittens
ساعة الغروب وكان يحبهم بالظبط زي ما بيحب الـ
boy.",0.8666666667,Arabic 67–100%,"They played
زي القطط الصغيرة
at dusk
و
he loved them
زي ما بيحب الولد الصغير.",0.4375,English 34–66%,كانو بيلعبو زي القطط الصغيره ساعة الغروب وكان يحبهم بالظبط زي ما بيحب الولد الصغير.,They played like young cats in the dusk and he loved them as he loved the boy.
"كان بيفتح عنيه، يشوف الـ
moon
من الباب المفتوح يقوم يفرد الـ
trousers
الملفوف ويلبسهم.",0.8666666667,Arabic 67–100%,"He simply woke,
شاف القمر من الـ
open door
وقام فارد البنطلون الملفوف ولبسه.",0.3571428571,English 34–66%,كان بيفتح عنيه، يشوف القمر من الباب المفتوح يقوم فارد البنطلون الملفوف ويلبسه.,"He simply woke, looked out the open door at the moon and unrolled his trousers and put them on."
"اتبول بره الـ
shack
وبعدين طلع ع الـ
road
عشان يروح يصحي الـ
boy.",0.7857142857,Arabic 67–100%,"He urinated
بره الكوخ وبعدين طلع ع السكه عشان يروح يصحي الولد.",0.1666666667,English 0–33%,اتبول بره الكوخ وبعدين طلع ع السكه عشان يروح يصحي الولد.,He urinated outside the shack and then went up the road to wake the boy.
"هو كان عارف إنه هيـ
shiver
نفسه لحد ما يدفى وكلها شويه صغيره وها يكون في الـ
boat
بيـ
row.",0.85,Arabic 67–100%,"He knew
إنه هيـ
shiver
لحد ما يدفى
and soon
هيكون في المركب بيـ
row.",0.4,English 34–66%,بس كان عارف انه هيترعش لحد ما يدفا وكلها شويه صغيره وها يكون في المركب بيجدف.,But he knew he would shiver himself warm and that soon he would be rowing.
"الباب بتاع البيت اللي الولد كان عايش فيه كان
unlocked
، فتحه ودخل حافي
very quietly.",0.8125,Arabic 67–100%,"The door of the
البيت اللي الولد كان عايش فيه
was
مش متقفل،
he opened it
ودخل حافي بهدوء.",0.4210526316,English 34–66%,الباب بتاع البيت اللي الولد كان عايش فيه ما كانش متسكر، فتحه ودخل حافي بهدوء.,The door of the house where the boy lived was unlocked and he opened it and walked in quietly with his bare feet.
"الصياد العجوز شاور له براسه والولد أخد الـ
trousers
بتاعه من فوق الـ
chair
ولبسهم وهو قاعد ع الـ
bed.",0.85,Arabic 67–100%,"The old man
شاور براسه
and the boy took
البنطالون بتاعه
from
فوق الكورسي
and sat on
السرير
and
لبسهم.",0.6,English 34–66%,الصياد العجوز شاور له براسه والولد أخد البنطالون بتاعه من فوق الكورسي ولبسه وهو قاعد ع السرير.,"The old man nodded and the boy took his trousers from the chair by the bed and, sitting on the bed, pulled them on."
"الصياد العجوز خرج من الـ
door
والولد خرج وراه.",0.8888888889,Arabic 67–100%,"The old man went out
الـ باب والولد جه
after him.",0.6363636364,English 34–66%,الصياد العجوز خرج والولد خرج وراه .,The old man went out the door and the boy came after him.
"مشيو في سكتهم لكوخ الـ
old man
وطول الطريق كان فيه ناس ماشيه
barefoot
في الضلمه وكل واحد شايل
mast
بتاع الـ
boat
بتاعه.",0.7916666667,Arabic 67–100%,"They walked
في سكتهم للكوخ بتاع الراجل العجوز وطول الطريق، في الضلمة، ناس كانوا ماشيين حافيين وكل واحد شايل الصاري بتاع مركبه.",0.09090909091,English 0–33%,مشيو في سكتهم لكوخ الصياد العجوز وطول الطريق كان فيه ناس ماشيه حافيه في الضلمه وكل واحد شايل الصاري بتاع مركبه.,"They walked down the road to the old man's shack and all along the road, in the dark, barefoot men were moving, carrying the masts of their boats."
"لما وصلوا الـ
shack
بتاع الصياد العجوز، الولد أخد الـ
rolls of line
اللي كانت في الـ
basket
و الـ
harpoon
و شوكة صيد السمك الكبير، والصياد العجوز شال الـ
mast
بالـ
furled sail
على كتافه.",0.75,Arabic 67–100%,"When they reached
الكوخ بتاع الصياد العجوز,
the boy took
لفات الحبال اللي في السبت و شوكة صيد السمك الكبير,
and
الصياد العجوز
carried
الماسط والـ
sail
الملفوف على كتفه.",0.3,English 0–33%,لما وصلو الكوخ بتاع الصياد العجوز الولد أخد لفات حبال الصيد اللي كانت في السبت وشوكة صيد السمك الكبير والصياد العجوز شال الصاري بالشراع الملفوف عليه على كتافه.,When they reached the old man's shack the boy took the rolls of line in the basket and the harpoon and gaff and the old man carried the mast with the furled sail on his shoulder.
"نحط الـ
gear
في الـ
boat
الأول وبعدين نجيب شوية قهوه.",0.8181818182,Arabic 67–100%,"We'll put
العده في المركب الأول وبعدين نجيب شوية
coffee.",0.3,English 0–33%,نحط العده في المركب الأول وبعدين نجيب شوية قهوه .,We'll put the gear in the boat and then get some.
"أخدو القهوة في
condensed milk cans
في مكان بيفتح الصبح بدري عشان الـ
fishermen.",0.7142857143,Arabic 67–100%,"They had coffee
في علب لبن مركز
at a place
بيفتح بدري للصيادين.",0.4615384615,English 34–66%,أخدو القهوه في علبة لبن مركز في مكان بيفتح الصبح بدري عشان الصيادين.,They had coffee from condensed milk cans at an early morning place that served fishermen.
"كان ابتدا يفوق على الرغم إنه كان لسه
hard
عليه إنه يكون مصحصح.",0.9230769231,Arabic 67–100%,"He was waking up
دلوقتي
although
لسه صعب عليه إنه يبقى مصحصح.",0.4166666667,English 34–66%,كان ابتدا يفوق على الرغم إنه كان لسه صعب عليه إنه يكون مصحصح.,He was waking up now although it was still hard for him to leave his sleep.
"دلوقتي لازم أروح أجيب
sardines
ليا وليك والـ
fresh bait
الجديد.",0.7272727273,Arabic 67–100%,"Now I must get
سردين
for you and me
و الطعم الجديد.",0.6666666667,English 67–100%,دلوقتي لازم أروح أجيب سردين ليا وليك والطعم الجديد.,Now I must get your sardines and mine and your fresh baits.
"الصياد اللي باشتغل معاه بيشيل الـ
gear
بنفسه.",0.875,Arabic 67–100%,"The fisherman
اللي باشتغل معاه
brings
العدة بنفسه.",0.375,English 34–66%,الصياد اللي باشتغل معاه بيشيل العده بنفسه.,He brings our gear himself.
"عمره ما يحب حد يشيل له أي حاجة.
He always prefers to carry his own stuff.",0.5,Arabic 34–66%,"He never
يحب حد يشيل له
anything.",0.4285714286,English 34–66%,عمره ما يحب حد يشيل له حاجه .,He never wants anyone to carry anything.
"أنا كنت بخليك تشيل الـ
things
وانت عندك
five
سنين.",0.8,Arabic 67–100%,"I let you
تشيل الحاجات لما كنت
five
سنين.",0.4444444444,English 34–66%,أنا كنت بأخليك تشيل الحاجات وانت عندك خمس سنين .,I let you carry things when you were five years old.
"مشي حافي على الـ
coral rocks
في طريقه لـ
ice house
اللي الـ
bait
كان متخزن فيها.",0.7058823529,Arabic 67–100%,"He walked off, barefooted
على الصخور المرجانية في طريقه للتلاجات اللي الطعم كان متخزن فيها.",0.2666666667,English 0–33%,مشي حافي على الصخور المرجانيه في طريقه للتلاجات اللي الطعم كان متخزن فيها.,"He walked off, bare- footed on the coral rocks, to the ice house where the baits were stored."
"الصياد العجوز كان بيشرب
his coffee
على مهله.",0.75,Arabic 67–100%,"The old man
كان بيشرب قهوته
slowly.",0.5714285714,English 34–66%,الصياد العجوز كان بيشرب قهوته على مهله.,The old man drank his coffee slowly.
